ProfileM	Shape_Leng	ORIG_FID	POINT_X	POINT_Z	POINT_Y
1384.442	271.9919732	80	844958.59	1367390.94	280.06
1384.442	271.9919732	80	844960.66	1367389.56	280.13
1384.442	271.9919732	80	844962.04	1367388.64	280.18
1384.442	271.9919732	80	844962.73	1367388.18	280.2
1384.442	271.9919732	80	844963	1367388	280.21
1384.442	271.9919732	80	844963.41	1367387.7	280.23
1384.442	271.9919732	80	844964.08	1367387.22	280.25
1384.442	271.9919732	80	844965.43	1367386.25	280.29
1384.442	271.9919732	80	844966.1	1367385.76	280.3
1384.442	271.9919732	80	844966.77	1367385.27	280.33
1384.442	271.9919732	80	844967.45	1367384.79	280.36
1384.442	271.9919732	80	844968.4	1367384.1	280.4
1384.442	271.9919732	80	844969.35	1367383.41	280.43
1384.442	271.9919732	80	844970.02	1367382.93	280.46
1384.442	271.9919732	80	844972.32	1367381.27	280.53
1384.442	271.9919732	80	844973.27	1367380.58	280.55
1384.442	271.9919732	80	844973.94	1367380.1	280.58
1384.442	271.9919732	80	844975.29	1367379.12	280.61
1384.442	271.9919732	80	844976.91	1367377.95	280.66
1384.442	271.9919732	80	844978.26	1367376.98	280.68
1384.442	271.9919732	80	844981.23	1367374.83	280.68
1384.442	271.9919732	80	844981.9	1367374.35	280.68
1384.442	271.9919732	80	844982.58	1367373.86	280.69
1384.442	271.9919732	80	844985.54	1367371.72	280.69
1384.442	271.9919732	80	844986.21	1367371.23	280.7
1384.442	271.9919732	80	844988.23	1367369.78	280.7
1384.442	271.9919732	80	844988.91	1367369.29	280.68
1384.442	271.9919732	80	844989.58	1367368.8	280.68
1384.442	271.9919732	80	844990.25	1367368.32	280.66
1384.442	271.9919732	80	844991.21	1367367.63	280.65
1384.442	271.9919732	80	844991.88	1367367.14	280.64
1384.442	271.9919732	80	844992.55	1367366.66	280.64
1384.442	271.9919732	80	844993.9	1367365.69	280.62
1384.442	271.9919732	80	844994.57	1367365.2	280.62
1384.442	271.9919732	80	844995.52	1367364.51	280.6
1384.442	271.9919732	80	844996.86	1367363.54	280.58
1384.442	271.9919732	80	844997.54	1367363.06	280.58
1384.442	271.9919732	80	844997.54	1367363.06	280.56
1384.442	271.9919732	80	844998.49	1367362.37	280.56
1384.442	271.9919732	80	844999	1367362	280.54
1384.442	271.9919732	80	844999.17	1367361.89	280.54
1384.442	271.9919732	80	844999.87	1367361.45	280.52
1384.442	271.9919732	80	845000.57	1367361.01	280.52
1384.442	271.9919732	80	845001.56	1367360.38	280.48
1384.442	271.9919732	80	845002.55	1367359.76	280.48
1384.442	271.9919732	80	845003.25	1367359.31	280.46
1384.442	271.9919732	80	845003.96	1367358.87	280.46
1384.442	271.9919732	80	845004.66	1367358.43	280.44
1384.442	271.9919732	80	845005.65	1367357.8	280.42
1384.442	271.9919732	80	845006.64	1367357.17	280.42
1384.442	271.9919732	80	845007.34	1367356.73	280.39
1384.442	271.9919732	80	845008.34	1367356.1	280.37
1384.442	271.9919732	80	845009.74	1367355.21	280.35
1384.442	271.9919732	80	845010.45	1367354.77	280.35
1384.442	271.9919732	80	845011.43	1367354.15	280.34
1384.442	271.9919732	80	845012.84	1367353.26	280.34
1384.442	271.9919732	80	845013.54	1367352.82	280.36
1384.442	271.9919732	80	845014.53	1367352.19	280.39
1384.442	271.9919732	80	845015.23	1367351.75	280.4
1384.442	271.9919732	80	845016.23	1367351.12	280.22
1384.442	271.9919732	80	845016.93	1367350.68	280.17
1384.442	271.9919732	80	845017.63	1367350.23	280.13
1384.442	271.9919732	80	845018	1367350	280.09
1384.442	271.9919732	80	845018.39	1367349.98	280.06
1384.442	271.9919732	80	845019.56	1367349.94	279.98
1384.442	271.9919732	80	845020.39	1367349.91	279.95
1384.442	271.9919732	80	845022.05	1367349.84	279.88
1384.442	271.9919732	80	845023.23	1367349.8	279.88
1384.442	271.9919732	80	845024.06	1367349.77	280.06
1384.442	271.9919732	80	845025.22	1367349.72	280.34
1384.442	271.9919732	80	845026.05	1367349.69	280.28
1384.442	271.9919732	80	845026.88	1367349.66	280.2
1384.442	271.9919732	80	845027.71	1367349.63	280.13
1384.442	271.9919732	80	845028.54	1367349.59	280.07
1384.442	271.9919732	80	845029.37	1367349.56	280.01
1384.442	271.9919732	80	845030.2	1367349.53	279.95
1384.442	271.9919732	80	845031.03	1367349.5	279.9
1384.442	271.9919732	80	845031.86	1367349.47	279.87
1384.442	271.9919732	80	845032.69	1367349.44	279.84
1384.442	271.9919732	80	845033.52	1367349.4	279.82
1384.442	271.9919732	80	845038.49	1367349.21	279.82
1384.442	271.9919732	80	845039.32	1367349.18	279.83
1384.442	271.9919732	80	845040.15	1367349.15	279.83
1384.442	271.9919732	80	845041.81	1367349.08	279.85
1384.442	271.9919732	80	845043.47	1367349.02	279.85
1384.442	271.9919732	80	845045.12	1367348.96	279.87
1384.442	271.9919732	80	845045.95	1367348.92	279.87
1384.442	271.9919732	80	845046.78	1367348.89	279.88
1384.442	271.9919732	80	845047.61	1367348.86	279.88
1384.442	271.9919732	80	845048.44	1367348.83	279.89
1384.442	271.9919732	80	845050.93	1367348.73	279.89
1384.442	271.9919732	80	845051.76	1367348.7	279.88
1384.442	271.9919732	80	845052.59	1367348.67	279.88
1384.442	271.9919732	80	845054.25	1367348.61	279.86
1384.442	271.9919732	80	845055.07	1367348.57	279.86
1384.442	271.9919732	80	845056.73	1367348.51	279.84
1384.442	271.9919732	80	845057.56	1367348.48	279.84
1384.442	271.9919732	80	845058.39	1367348.45	279.83
1384.442	271.9919732	80	845060.05	1367348.38	279.83
1384.442	271.9919732	80	845060.88	1367348.35	279.82
1384.442	271.9919732	80	845068.34	1367348.06	279.82
1384.442	271.9919732	80	845069.17	1367348.03	279.83
1384.442	271.9919732	80	845070	1367348	279.82
1360.854	282.4550368	81	844836	1367495	278.6
1360.854	282.4550368	81	844836	1367495	278.59
1360.854	282.4550368	81	844836.98	1367494.37	278.59
1360.854	282.4550368	81	844837.68	1367493.93	278.55
1360.854	282.4550368	81	844838.66	1367493.3	278.55
1360.854	282.4550368	81	844840.05	1367492.41	278.53
1360.854	282.4550368	81	844840.75	1367491.97	278.53
1360.854	282.4550368	81	844841.73	1367491.34	278.52
1360.854	282.4550368	81	844842.43	1367490.89	278.52
1360.854	282.4550368	81	844843.82	1367490.01	278.48
1360.854	282.4550368	81	844844.8	1367489.38	278.46
1360.854	282.4550368	81	844846.89	1367488.04	278.4
1360.854	282.4550368	81	844848.28	1367487.15	278.38
1360.854	282.4550368	81	844848.98	1367486.71	278.35
1360.854	282.4550368	81	844850.37	1367485.82	278.32
1360.854	282.4550368	81	844851.06	1367485.38	278.31
1360.854	282.4550368	81	844851.76	1367484.93	278.32
1360.854	282.4550368	81	844852.45	1367484.49	278.29
1360.854	282.4550368	81	844853.43	1367483.86	278.27
1360.854	282.4550368	81	844854.13	1367483.42	278.25
1360.854	282.4550368	81	844854.83	1367482.97	278.24
1360.854	282.4550368	81	844855.52	1367482.53	278.24
1360.854	282.4550368	81	844856.51	1367481.9	278.22
1360.854	282.4550368	81	844857.2	1367481.45	278.22
1360.854	282.4550368	81	844857.9	1367481.01	278.21
1360.854	282.4550368	81	844858.59	1367480.56	278.22
1360.854	282.4550368	81	844859.29	1367480.12	278.21
1360.854	282.4550368	81	844859.99	1367479.68	278.21
1360.854	282.4550368	81	844860.68	1367479.23	278.13
1360.854	282.4550368	81	844862.07	1367478.34	278.1
1360.854	282.4550368	81	844863.46	1367477.45	278.07
1360.854	282.4550368	81	844865.14	1367476.38	278
1360.854	282.4550368	81	844865.83	1367475.94	277.99
1360.854	282.4550368	81	844867.22	1367475.05	277.93
1360.854	282.4550368	81	844868.2	1367474.42	277.87
1360.854	282.4550368	81	844868.9	1367473.98	277.85
1360.854	282.4550368	81	844869.6	1367473.54	277.82
1360.854	282.4550368	81	844870.29	1367473.09	277.83
1360.854	282.4550368	81	844871.28	1367472.46	277.73
1360.854	282.4550368	81	844871.97	1367472.02	277.66
1360.854	282.4550368	81	844872	1367472	277.66
1360.854	282.4550368	81	844873	1367471.46	277.56
1360.854	282.4550368	81	844874.45	1367470.67	277.48
1360.854	282.4550368	81	844875.17	1367470.28	277.38
1360.854	282.4550368	81	844875.9	1367469.89	277.34
1360.854	282.4550368	81	844876.62	1367469.5	277.23
1360.854	282.4550368	81	844877.35	1367469.1	277.11
1360.854	282.4550368	81	844878.38	1367468.54	276.99
1360.854	282.4550368	81	844879.11	1367468.15	276.85
1360.854	282.4550368	81	844880.13	1367467.6	276.65
1360.854	282.4550368	81	844880.85	1367467.2	276.49
1360.854	282.4550368	81	844881.88	1367466.65	276.34
1360.854	282.4550368	81	844882.6	1367466.26	276.17
1360.854	282.4550368	81	844883.33	1367465.86	276.08
1360.854	282.4550368	81	844884.05	1367465.47	275.91
1360.854	282.4550368	81	844884.78	1367465.08	275.83
1360.854	282.4550368	81	844886.23	1367464.29	275.55
1360.854	282.4550368	81	844887.68	1367463.51	275.28
1360.854	282.4550368	81	844888.41	1367463.11	275.1
1360.854	282.4550368	81	844888.91	1367462.84	275.06
1360.854	282.4550368	81	844889.44	1367462.55	274.92
1360.854	282.4550368	81	844890.16	1367462.16	274.67
1360.854	282.4550368	81	844891.19	1367461.61	274.58
1360.854	282.4550368	81	844891.91	1367461.21	274.32
1360.854	282.4550368	81	844892.94	1367460.66	274.17
1360.854	282.4550368	81	844893.67	1367460.26	274.04
1360.854	282.4550368	81	844894.39	1367459.87	273.97
1360.854	282.4550368	81	844895.12	1367459.48	273.85
1360.854	282.4550368	81	844895.85	1367459.08	273.79
1360.854	282.4550368	81	844896	1367459	273.77
1360.854	282.4550368	81	844897.34	1367458.38	273.61
1360.854	282.4550368	81	844898.09	1367458.04	273.54
1360.854	282.4550368	81	844898.84	1367457.69	273.62
1360.854	282.4550368	81	844899.59	1367457.34	273.55
1360.854	282.4550368	81	844900.34	1367457	273.48
1360.854	282.4550368	81	844901.39	1367456.51	273.28
1360.854	282.4550368	81	844902.14	1367456.17	273.23
1360.854	282.4550368	81	844903.96	1367455.33	273.17
1360.854	282.4550368	81	844905.01	1367454.84	273.21
1360.854	282.4550368	81	844905.76	1367454.49	273.25
1360.854	282.4550368	81	844906.82	1367454.01	273.21
1360.854	282.4550368	81	844908.32	1367453.32	273.21
1360.854	282.4550368	81	844909	1367453	273.22
1360.854	282.4550368	81	844909.06	1367452.97	273.22
1360.854	282.4550368	81	844909.8	1367452.59	273.22
1360.854	282.4550368	81	844910.53	1367452.21	273.24
1360.854	282.4550368	81	844911.99	1367451.45	273.27
1360.854	282.4550368	81	844912.73	1367451.07	273.28
1360.854	282.4550368	81	844914.19	1367450.31	273.39
1360.854	282.4550368	81	844915.23	1367449.77	273.42
1360.854	282.4550368	81	844916.7	1367449.01	273.46
1360.854	282.4550368	81	844917.43	1367448.63	273.51
1360.854	282.4550368	81	844918.16	1367448.25	273.6
1360.854	282.4550368	81	844919.93	1367447.33	273.67
1360.854	282.4550368	81	844920.97	1367446.79	273.66
1360.854	282.4550368	81	844921.7	1367446.41	273.71
1360.854	282.4550368	81	844922.73	1367445.88	273.75
1360.854	282.4550368	81	844923.47	1367445.5	273.86
1360.854	282.4550368	81	844924.51	1367444.96	273.89
1360.854	282.4550368	81	844924.51	1367444.96	273.91
1360.854	282.4550368	81	844924.51	1367444.96	273.93
1360.854	282.4550368	81	844925.24	1367444.58	273.98
1360.854	282.4550368	81	844927.01	1367443.66	274.07
1360.854	282.4550368	81	844928.04	1367443.13	274.16
1360.854	282.4550368	81	844928.77	1367442.75	274.19
1360.854	282.4550368	81	844929.5	1367442.37	274.21
1360.854	282.4550368	81	844930.24	1367441.99	274.3
1360.854	282.4550368	81	844930.97	1367441.61	274.36
1360.854	282.4550368	81	844932.01	1367441.07	274.46
1360.854	282.4550368	81	844933.47	1367440.31	274.54
1360.854	282.4550368	81	844934.21	1367439.93	274.62
1360.854	282.4550368	81	844934.94	1367439.55	274.66
1360.854	282.4550368	81	844935.67	1367439.17	274.71
1360.854	282.4550368	81	844936	1367439	274.78
1360.854	282.4550368	81	844936.37	1367438.74	274.86
1360.854	282.4550368	81	844937.33	1367438.07	274.95
1360.854	282.4550368	81	844938.01	1367437.6	275.05
1360.854	282.4550368	81	844938.68	1367437.13	275.1
1360.854	282.4550368	81	844939.36	1367436.66	275.21
1360.854	282.4550368	81	844940.32	1367435.99	275.38
1360.854	282.4550368	81	844941.68	1367435.05	275.5
1360.854	282.4550368	81	844942.36	1367434.58	275.6
1360.854	282.4550368	81	844943.31	1367433.91	275.73
1360.854	282.4550368	81	844944.67	1367432.97	275.94
1360.854	282.4550368	81	844945.34	1367432.5	276.08
1360.854	282.4550368	81	844946.3	1367431.84	276.3
1360.854	282.4550368	81	844947.26	1367431.17	276.46
1360.854	282.4550368	81	844947.94	1367430.7	276.62
1360.854	282.4550368	81	844948.89	1367430.03	276.85
1360.854	282.4550368	81	844949.86	1367429.36	277.01
1360.854	282.4550368	81	844950.53	1367428.89	277.17
1360.854	282.4550368	81	844951.89	1367427.95	277.42
1360.854	282.4550368	81	844952.84	1367427.28	277.67
1360.854	282.4550368	81	844953.52	1367426.81	277.74
1360.854	282.4550368	81	844954.88	1367425.87	278.04
1360.854	282.4550368	81	844955.84	1367425.2	278.19
1360.854	282.4550368	81	844957.19	1367424.26	278.39
1360.854	282.4550368	81	844957.87	1367423.79	278.53
1360.854	282.4550368	81	844958.82	1367423.12	278.71
1360.854	282.4550368	81	844959	1367423	278.73
1360.854	282.4550368	81	844959.8	1367422.48	278.83
1360.854	282.4550368	81	844960.49	1367422.03	278.94
1360.854	282.4550368	81	844961.47	1367421.39	279.09
1360.854	282.4550368	81	844963.54	1367420.04	279.28
1360.854	282.4550368	81	844964.23	1367419.59	279.33
1360.854	282.4550368	81	844964.92	1367419.14	279.41
1360.854	282.4550368	81	844967	1367417.78	279.6
1360.854	282.4550368	81	844967.97	1367417.15	279.67
1360.854	282.4550368	81	844969.36	1367416.25	279.73
1360.854	282.4550368	81	844970.05	1367415.8	279.64
1360.854	282.4550368	81	844971.03	1367415.16	279.79
1360.854	282.4550368	81	844971.72	1367414.7	279.88
1360.854	282.4550368	81	844972.41	1367414.25	279.83
1360.854	282.4550368	81	844973.1	1367413.8	279.82
1360.854	282.4550368	81	844974.08	1367413.17	279.92
1360.854	282.4550368	81	844976.15	1367411.82	279.99
1360.854	282.4550368	81	844976.84	1367411.36	280.01
1360.854	282.4550368	81	844977.53	1367410.91	280.04
1360.854	282.4550368	81	844979.61	1367409.56	280.09
1360.854	282.4550368	81	844980.59	1367408.92	280.11
1360.854	282.4550368	81	844981.28	1367408.47	280.1
1360.854	282.4550368	81	844982	1367408	280.12
1360.854	282.4550368	81	844982.26	1367407.85	280.13
1360.854	282.4550368	81	844982.98	1367407.45	280.14
1360.854	282.4550368	81	844983.7	1367407.05	280.14
1360.854	282.4550368	81	844984.42	1367406.64	280.13
1360.854	282.4550368	81	844985.14	1367406.24	280.14
1360.854	282.4550368	81	844985.86	1367405.84	280.14
1360.854	282.4550368	81	844986.58	1367405.43	280.16
1360.854	282.4550368	81	844987.6	1367404.86	280.16
1360.854	282.4550368	81	844988.32	1367404.46	280.18
1360.854	282.4550368	81	844989.04	1367404.06	280.1
1360.854	282.4550368	81	844990.48	1367403.25	280.06
1360.854	282.4550368	81	844991.2	1367402.85	280.06
1360.854	282.4550368	81	844991.92	1367402.44	280.05
1360.854	282.4550368	81	844992.94	1367401.87	280.05
1360.854	282.4550368	81	844993.66	1367401.47	280.03
1360.854	282.4550368	81	844994.68	1367400.9	280.03
1360.854	282.4550368	81	844995.4	1367400.5	280.04
1360.854	282.4550368	81	844996.42	1367399.92	280.03
1360.854	282.4550368	81	844997.14	1367399.52	280.02
1360.854	282.4550368	81	844998.16	1367398.95	280
1360.854	282.4550368	81	844998.88	1367398.55	279.99
1360.854	282.4550368	81	844999.6	1367398.15	279.99
1360.854	282.4550368	81	845001.04	1367397.34	279.97
1360.854	282.4550368	81	845001.76	1367396.94	279.97
1360.854	282.4550368	81	845002.48	1367396.53	279.95
1360.854	282.4550368	81	845003.49	1367395.97	279.95
1360.854	282.4550368	81	845003.49	1367395.97	279.93
1360.854	282.4550368	81	845004.21	1367395.56	279.93
1360.854	282.4550368	81	845004.93	1367395.16	279.9
1360.854	282.4550368	81	845005.65	1367394.76	279.9
1360.854	282.4550368	81	845006.37	1367394.35	279.88
1360.854	282.4550368	81	845007	1367394	279.87
1360.854	282.4550368	81	845007.1	1367393.96	279.87
1360.854	282.4550368	81	845007.85	1367393.63	279.87
1360.854	282.4550368	81	845010.13	1367392.66	279.83
1360.854	282.4550368	81	845010.89	1367392.33	279.81
1360.854	282.4550368	81	845011.97	1367391.87	279.78
1360.854	282.4550368	81	845012.72	1367391.55	279.75
1360.854	282.4550368	81	845013.79	1367391.09	279.72
1360.854	282.4550368	81	845014.55	1367390.76	279.7
1360.854	282.4550368	81	845016.83	1367389.79	279.66
1360.854	282.4550368	81	845017.59	1367389.46	279.63
1360.854	282.4550368	81	845019.1	1367388.81	279.6
1360.854	282.4550368	81	845019.86	1367388.49	279.57
1360.854	282.4550368	81	845021.38	1367387.84	279.55
1360.854	282.4550368	81	845022.14	1367387.51	279.55
1360.854	282.4550368	81	845022.9	1367387.19	279.51
1360.854	282.4550368	81	845023.97	1367386.73	279.49
1360.854	282.4550368	81	845024.73	1367386.4	279.48
1360.854	282.4550368	81	845025.8	1367385.94	279.47
1360.854	282.4550368	81	845026.56	1367385.62	279.46
1360.854	282.4550368	81	845027.32	1367385.29	279.46
1360.854	282.4550368	81	845028	1367385	279.45
1360.854	282.4550368	81	845028.08	1367384.98	279.45
1360.854	282.4550368	81	845028.87	1367384.73	279.45
1360.854	282.4550368	81	845029.66	1367384.49	279.43
1360.854	282.4550368	81	845030.77	1367384.14	279.44
1360.854	282.4550368	81	845031.56	1367383.89	279.42
1360.854	282.4550368	81	845033.14	1367383.41	279.42
1360.854	282.4550368	81	845033.93	1367383.16	279.41
1360.854	282.4550368	81	845034.72	1367382.92	279.41
1360.854	282.4550368	81	845040.23	1367381.2	279.41
1360.854	282.4550368	81	845041.02	1367380.96	279.43
1360.854	282.4550368	81	845043.71	1367380.13	279.43
1360.854	282.4550368	81	845044.5	1367379.88	279.44
1360.854	282.4550368	81	845046.07	1367379.39	279.44
1360.854	282.4550368	81	845046.86	1367379.15	279.43
1360.854	282.4550368	81	845047.65	1367378.9	279.4
1360.854	282.4550368	81	845048.44	1367378.66	279.4
1360.854	282.4550368	81	845049.22	1367378.41	279.41
1360.854	282.4550368	81	845050.01	1367378.17	279.41
1360.854	282.4550368	81	845050.8	1367377.92	279.42
1360.854	282.4550368	81	845051.59	1367377.68	279.42
1360.854	282.4550368	81	845052.38	1367377.43	279.41
1360.854	282.4550368	81	845053.95	1367376.95	279.41
1360.854	282.4550368	81	845054.74	1367376.7	279.4
1360.854	282.4550368	81	845059.34	1367375.27	279.4
1360.854	282.4550368	81	845060.13	1367375.03	279.38
1360.854	282.4550368	81	845066.43	1367373.07	279.38
1360.854	282.4550368	81	845067.22	1367372.83	279.39
1360.854	282.4550368	81	845068.79	1367372.34	279.39
1360.854	282.4550368	81	845069.58	1367372.09	279.4
1360.854	282.4550368	81	845070.37	1367371.85	279.4
1360.854	282.4550368	81	845071.16	1367371.61	279.41
1360.854	282.4550368	81	845072.27	1367371.26	279.41
1360.854	282.4550368	81	845073.85	1367370.77	279.43
1360.854	282.4550368	81	845074.63	1367370.53	279.43
1360.854	282.4550368	81	845075.42	1367370.28	279.44
1360.854	282.4550368	81	845076.21	1367370.04	279.44
1360.854	282.4550368	81	845077	1367369.79	279.46
1360.854	282.4550368	81	845077.79	1367369.55	279.46
1360.854	282.4550368	81	845078.58	1367369.3	279.47
1360.854	282.4550368	81	845079.36	1367369.06	279.47
1360.854	282.4550368	81	845080.15	1367368.81	279.49
1360.854	282.4550368	81	845080.94	1367368.57	279.49
1360.854	282.4550368	81	845081.73	1367368.33	279.5
1360.854	282.4550368	81	845082.52	1367368.08	279.5
1360.854	282.4550368	81	845084.09	1367367.59	279.52
1360.854	282.4550368	81	845085.21	1367367.24	279.53
1360.854	282.4550368	81	845086	1367367	279.54
1343.4	282.4878682	82	844823	1367522	278.66
1343.4	282.4878682	82	844823	1367522	278.63
1343.4	282.4878682	82	844823.95	1367521.37	278.56
1343.4	282.4878682	82	844824.62	1367520.92	278.49
1343.4	282.4878682	82	844825.29	1367520.47	278.45
1343.4	282.4878682	82	844825.96	1367520.02	278.38
1343.4	282.4878682	82	844826.64	1367519.58	278.35
1343.4	282.4878682	82	844827.31	1367519.13	278.31
1343.4	282.4878682	82	844827.98	1367518.68	278.24
1343.4	282.4878682	82	844829.33	1367517.78	278.14
1343.4	282.4878682	82	844830	1367517.33	278.11
1343.4	282.4878682	82	844830.67	1367516.89	278.04
1343.4	282.4878682	82	844831.34	1367516.44	277.98
1343.4	282.4878682	82	844832.3	1367515.8	277.96
1343.4	282.4878682	82	844833.24	1367515.17	277.96
1343.4	282.4878682	82	844833.92	1367514.72	277.95
1343.4	282.4878682	82	844834.87	1367514.09	277.93
1343.4	282.4878682	82	844835.82	1367513.45	277.93
1343.4	282.4878682	82	844837.16	1367512.56	277.91
1343.4	282.4878682	82	844837.84	1367512.11	277.91
1343.4	282.4878682	82	844838.51	1367511.66	277.9
1343.4	282.4878682	82	844839.18	1367511.21	277.9
1343.4	282.4878682	82	844840.53	1367510.32	277.88
1343.4	282.4878682	82	844841.2	1367509.87	277.88
1343.4	282.4878682	82	844841.87	1367509.42	277.87
1343.4	282.4878682	82	844842.54	1367508.97	277.87
1343.4	282.4878682	82	844843.21	1367508.52	277.85
1343.4	282.4878682	82	844844.17	1367507.89	277.84
1343.4	282.4878682	82	844846.74	1367506.18	277.92
1343.4	282.4878682	82	844851.44	1367503.04	278.01
1343.4	282.4878682	82	844852.11	1367502.59	278.01
1343.4	282.4878682	82	844855.48	1367500.35	278.06
1343.4	282.4878682	82	844856	1367500	278.05
1343.4	282.4878682	82	844858.53	1367498.5	278
1343.4	282.4878682	82	844859.23	1367498.09	278
1343.4	282.4878682	82	844860.62	1367497.27	277.96
1343.4	282.4878682	82	844861.6	1367496.69	277.94
1343.4	282.4878682	82	844862.3	1367496.28	277.94
1343.4	282.4878682	82	844862.99	1367495.87	277.92
1343.4	282.4878682	82	844863.69	1367495.46	277.94
1343.4	282.4878682	82	844864.38	1367495.05	277.95
1343.4	282.4878682	82	844865.08	1367494.64	277.99
1343.4	282.4878682	82	844865.77	1367494.22	278.04
1343.4	282.4878682	82	844866.76	1367493.64	278.09
1343.4	282.4878682	82	844867.46	1367493.23	278.15
1343.4	282.4878682	82	844868.15	1367492.82	278.18
1343.4	282.4878682	82	844868.85	1367492.41	278.23
1343.4	282.4878682	82	844870.24	1367491.59	278.29
1343.4	282.4878682	82	844870.93	1367491.18	278.37
1343.4	282.4878682	82	844871.91	1367490.6	278.41
1343.4	282.4878682	82	844872.61	1367490.18	278.42
1343.4	282.4878682	82	844873.59	1367489.61	278.29
1343.4	282.4878682	82	844875.68	1367488.37	278.08
1343.4	282.4878682	82	844876.67	1367487.79	278
1343.4	282.4878682	82	844877.36	1367487.38	277.92
1343.4	282.4878682	82	844878	1367487	277.89
1343.4	282.4878682	82	844878.36	1367486.83	277.87
1343.4	282.4878682	82	844879.83	1367486.15	277.91
1343.4	282.4878682	82	844880.56	1367485.81	277.94
1343.4	282.4878682	82	844881.29	1367485.47	277.96
1343.4	282.4878682	82	844882.33	1367484.99	277.98
1343.4	282.4878682	82	844883.06	1367484.65	278
1343.4	282.4878682	82	844883.8	1367484.31	278
1343.4	282.4878682	82	844884.53	1367483.97	277.94
1343.4	282.4878682	82	844885.26	1367483.63	277.87
1343.4	282.4878682	82	844886.3	1367483.15	277.79
1343.4	282.4878682	82	844887.03	1367482.81	277.66
1343.4	282.4878682	82	844888.07	1367482.32	277.58
1343.4	282.4878682	82	844888.8	1367481.98	277.49
1343.4	282.4878682	82	844890.27	1367481.3	277.41
1343.4	282.4878682	82	844891	1367480.96	277.36
1343.4	282.4878682	82	844891.73	1367480.62	277.32
1343.4	282.4878682	82	844893.2	1367479.94	277.26
1343.4	282.4878682	82	844893.93	1367479.6	277.25
1343.4	282.4878682	82	844894.67	1367479.26	277.22
1343.4	282.4878682	82	844895.4	1367478.92	277.02
1343.4	282.4878682	82	844896.13	1367478.58	276.28
1343.4	282.4878682	82	844897.16	1367478.1	275.11
1343.4	282.4878682	82	844897.9	1367477.76	274.45
1343.4	282.4878682	82	844898.93	1367477.28	274.09
1343.4	282.4878682	82	844899.1	1367477.2	274.07
1343.4	282.4878682	82	844899.66	1367476.94	273.91
1343.4	282.4878682	82	844901.13	1367476.26	273.71
1343.4	282.4878682	82	844901.86	1367475.92	273.59
1343.4	282.4878682	82	844902.9	1367475.44	273.48
1343.4	282.4878682	82	844903.63	1367475.1	273.39
1343.4	282.4878682	82	844904.37	1367474.76	273.36
1343.4	282.4878682	82	844905.83	1367474.08	273.32
1343.4	282.4878682	82	844906	1367474	273.32
1343.4	282.4878682	82	844906.57	1367473.74	273.31
1343.4	282.4878682	82	844907.31	1367473.41	273.31
1343.4	282.4878682	82	844908.04	1367473.08	273.3
1343.4	282.4878682	82	844910.56	1367471.96	273.3
1343.4	282.4878682	82	844911.6	1367471.49	273.31
1343.4	282.4878682	82	844913.82	1367470.5	273.31
1343.4	282.4878682	82	844914.55	1367470.17	273.3
1343.4	282.4878682	82	844915.29	1367469.84	273.3
1343.4	282.4878682	82	844916.03	1367469.5	273.31
1343.4	282.4878682	82	844916.77	1367469.17	273.31
1343.4	282.4878682	82	844917.5	1367468.84	273.33
1343.4	282.4878682	82	844918.54	1367468.38	273.33
1343.4	282.4878682	82	844919.28	1367468.05	273.36
1343.4	282.4878682	82	844921.49	1367467.06	273.44
1343.4	282.4878682	82	844922.54	1367466.59	273.48
1343.4	282.4878682	82	844923.28	1367466.26	273.53
1343.4	282.4878682	82	844924.75	1367465.59	273.6
1343.4	282.4878682	82	844925.49	1367465.26	273.65
1343.4	282.4878682	82	844926.22	1367464.93	273.68
1343.4	282.4878682	82	844927.7	1367464.27	273.75
1343.4	282.4878682	82	844928.44	1367463.94	273.8
1343.4	282.4878682	82	844929.48	1367463.48	273.89
1343.4	282.4878682	82	844930.21	1367463.15	273.94
1343.4	282.4878682	82	844931.25	1367462.68	273.97
1343.4	282.4878682	82	844931.99	1367462.35	273.97
1343.4	282.4878682	82	844932.73	1367462.02	273.98
1343.4	282.4878682	82	844935	1367461	273.98
1343.4	282.4878682	82	844935	1367461	273.98
1343.4	282.4878682	82	844937.11	1367459.95	273.98
1343.4	282.4878682	82	844937.83	1367459.58	273.99
1343.4	282.4878682	82	844938.55	1367459.22	273.99
1343.4	282.4878682	82	844939.28	1367458.86	274
1343.4	282.4878682	82	844940	1367458.5	274
1343.4	282.4878682	82	844941.44	1367457.78	274.02
1343.4	282.4878682	82	844942.17	1367457.42	274.02
1343.4	282.4878682	82	844942.89	1367457.06	274.05
1343.4	282.4878682	82	844943.61	1367456.69	274.05
1343.4	282.4878682	82	844945.06	1367455.97	274.08
1343.4	282.4878682	82	844945.78	1367455.61	274.09
1343.4	282.4878682	82	844946.5	1367455.25	274.11
1343.4	282.4878682	82	844947.22	1367454.89	274.14
1343.4	282.4878682	82	844950.12	1367453.44	274.22
1343.4	282.4878682	82	844950.84	1367453.08	274.23
1343.4	282.4878682	82	844951.56	1367452.72	274.29
1343.4	282.4878682	82	844953.73	1367451.64	274.35
1343.4	282.4878682	82	844954.45	1367451.27	274.36
1343.4	282.4878682	82	844955.9	1367450.55	274.44
1343.4	282.4878682	82	844956.62	1367450.19	274.46
