ProfileM	Shape_Leng	ORIG_FID	POINT_X	POINT_Z	POINT_Y
3532.555	187.4484	12	845075.97	1365724.18	290.65
3532.555	187.4484	12	845076.74	1365723.86	290.68
3532.555	187.4484	12	845077.52	1365723.55	290.68
3532.555	187.4484	12	845078.61	1365723.11	290.68
3532.555	187.4484	12	845079.38	1365722.8	290.65
3532.555	187.4484	12	845080.16	1365722.48	290.72
3532.555	187.4484	12	845081.25	1365722.04	290.41
3532.555	187.4484	12	845082.03	1365721.72	290.06
3532.555	187.4484	12	845083.12	1365721.28	289.1
3532.555	187.4484	12	845083.89	1365720.97	288.71
3532.555	187.4484	12	845084.67	1365720.65	288.61
3532.555	187.4484	12	845086.22	1365720.03	288.57
3532.555	187.4484	12	845086.99	1365719.71	288.22
3532.555	187.4484	12	845088.09	1365719.27	287.64
3532.555	187.4484	12	845088.86	1365718.95	287.01
3532.555	187.4484	12	845089.64	1365718.64	286.7
3532.555	187.4484	12	845091.19	1365718.01	285.71
3532.555	187.4484	12	845091.96	1365717.7	285.15
3532.555	187.4484	12	845093.05	1365717.26	284.46
3532.555	187.4484	12	845093.1	1365717.24	284.45
3532.555	187.4484	12	845093.83	1365716.94	284.11
3532.555	187.4484	12	845094.6	1365716.63	283.98
3532.555	187.4484	12	845095.37	1365716.32	283.87
3532.555	187.4484	12	845096.15	1365716	283.69
3532.555	187.4484	12	845096.92	1365715.69	283.56
3532.555	187.4484	12	845098.02	1365715.24	283.43
3532.555	187.4484	12	845098.8	1365714.93	283.26
3532.555	187.4484	12	845099.89	1365714.49	283.16
3532.555	187.4484	12	845100.66	1365714.18	283.06
3532.555	187.4484	12	845101.44	1365713.86	282.98
3532.555	187.4484	12	845102.53	1365713.42	282.95
3532.555	187.4484	12	845103.3	1365713.11	283.04
3532.555	187.4484	12	845104.08	1365712.79	283.1
3532.555	187.4484	12	845104.85	1365712.48	283.24
3532.555	187.4484	12	845105.62	1365712.17	283.39
3532.555	187.4484	12	845106.4	1365711.85	283.46
3532.555	187.4484	12	845107.17	1365711.54	283.54
3532.555	187.4484	12	845107.95	1365711.22	283.68
3532.555	187.4484	12	845108.72	1365710.91	283.81
3532.555	187.4484	12	845109.49	1365710.6	283.87
3532.555	187.4484	12	845110.27	1365710.28	283.91
3532.555	187.4484	12	845111.04	1365709.97	283.98
3532.555	187.4484	12	845111.82	1365709.66	284.05
3532.555	187.4484	12	845112.59	1365709.34	284.08
3532.555	187.4484	12	845113.36	1365709.03	284.15
3532.555	187.4484	12	845114.14	1365708.72	284.21
3532.555	187.4484	12	845115.24	1365708.27	284.26
3532.555	187.4484	12	845116.01	1365707.96	284.28
3532.555	187.4484	12	845116.79	1365707.64	284.38
3532.555	187.4484	12	845117.88	1365707.2	284.53
3532.555	187.4484	12	845118.65	1365706.89	284.62
3532.555	187.4484	12	845119.75	1365706.44	284.71
3532.555	187.4484	12	845120.53	1365706.13	284.8
3532.555	187.4484	12	845122.07	1365705.5	284.88
3532.555	187.4484	12	845122.85	1365705.19	284.97
3532.555	187.4484	12	845123.62	1365704.87	285.1
3532.555	187.4484	12	845124.71	1365704.43	285.17
3532.555	187.4484	12	845125.49	1365704.12	285.2
3532.555	187.4484	12	845127.04	1365703.49	285.24
3532.555	187.4484	12	845127.81	1365703.18	285.27
3532.555	187.4484	12	845128.58	1365702.86	285.31
3532.555	187.4484	12	845129.68	1365702.42	285.35
3532.555	187.4484	12	845130.45	1365702.11	285.39
3532.555	187.4484	12	845131.22	1365701.8	285.4
3532.555	187.4484	12	845132	1365701.48	285.42
3532.555	187.4484	12	845132.77	1365701.17	285.45
3532.555	187.4484	12	845133.55	1365700.85	285.48
3532.555	187.4484	12	845134.65	1365700.41	285.5
3532.555	187.4484	12	845135.42	1365700.1	285.55
3532.555	187.4484	12	845137.28	1365699.34	285.62
3532.555	187.4484	12	845138.06	1365699.03	285.66
3532.555	187.4484	12	845139.93	1365698.27	285.73
3532.555	187.4484	12	845141.48	1365697.64	285.79
3532.555	187.4484	12	845142.25	1365697.33	285.82
3532.555	187.4484	12	845144.58	1365696.39	285.89
3532.555	187.4484	12	845145.35	1365696.07	285.93
3532.555	187.4484	12	845146.13	1365695.76	285.94
3532.555	187.4484	12	845146.9	1365695.45	285.96
3532.555	187.4484	12	845147.67	1365695.13	285.97
3532.555	187.4484	12	845148	1365695	285.93
3532.555	187.4484	12	845148.46	1365694.84	285.88
3532.555	187.4484	12	845149.57	1365694.47	285.82
3532.555	187.4484	12	845150.36	1365694.2	285.76
3532.555	187.4484	12	845151.15	1365693.93	285.69
3532.555	187.4484	12	845152.28	1365693.55	285.63
3532.555	187.4484	12	845153.07	1365693.28	285.56
3532.555	187.4484	12	845153.86	1365693.01	285.5
3532.555	187.4484	12	845154.97	1365692.63	285.45
3532.555	187.4484	12	845155.76	1365692.36	285.42
3532.555	187.4484	12	845156.56	1365692.09	285.42
3532.555	187.4484	12	845157.35	1365691.83	285.41
3532.555	187.4484	12	845158.14	1365691.56	285.41
3532.555	187.4484	12	845158.93	1365691.29	285.39
3532.555	187.4484	12	845159.72	1365691.02	285.39
3532.555	187.4484	12	845160.83	1365690.64	285.38
3532.555	187.4484	12	845162.42	1365690.1	285.36
3532.555	187.4484	12	845163.54	1365689.72	285.35
3532.555	187.4484	12	845164.33	1365689.45	285.24
3532.555	187.4484	12	845165.91	1365688.92	285.06
3532.555	187.4484	12	845166.7	1365688.65	284.87
3532.555	187.4484	12	845167.49	1365688.38	284.68
3532.555	187.4484	12	845168.28	1365688.11	284.61
3532.555	187.4484	12	845169.07	1365687.84	284.61
3532.555	187.4484	12	845169.87	1365687.57	284.7
3532.555	187.4484	12	845170.66	1365687.31	284.8
3532.555	187.4484	12	845172.24	1365686.77	284.92
3532.555	187.4484	12	845173.03	1365686.5	285.06
3532.555	187.4484	12	845173.82	1365686.23	285.28
3532.555	187.4484	12	845174.61	1365685.96	285.36
3532.555	187.4484	12	845176.19	1365685.43	285.5
3532.555	187.4484	12	845176.98	1365685.16	285.43
3532.555	187.4484	12	845177.77	1365684.89	285.41
3532.555	187.4484	12	845177.94	1365684.83	285.41
3532.555	187.4484	12	845178.56	1365684.62	285.39
3532.555	187.4484	12	845179.36	1365684.35	285.36
3532.555	187.4484	12	845180.15	1365684.08	285.33
3532.555	187.4484	12	845181.73	1365683.55	285.31
3532.555	187.4484	12	845182.52	1365683.28	285.26
3532.555	187.4484	12	845183.31	1365683.01	285.22
3532.555	187.4484	12	845184.42	1365682.63	285.18
3532.555	187.4484	12	845185.22	1365682.36	285.14
3532.555	187.4484	12	845186.01	1365682.09	285.1
3532.555	187.4484	12	845186.8	1365681.82	285.07
3532.555	187.4484	12	845188.38	1365681.29	285.01
3532.555	187.4484	12	845189.17	1365681.02	284.97
3532.555	187.4484	12	845191.54	1365680.21	284.87
3532.555	187.4484	12	845192.33	1365679.94	284.83
3532.555	187.4484	12	845193.46	1365679.56	284.79
3532.555	187.4484	12	845194.25	1365679.29	284.75
3532.555	187.4484	12	845195.04	1365679.02	284.71
3532.555	187.4484	12	845196.15	1365678.65	284.67
3532.555	187.4484	12	845196.94	1365678.38	284.62
3532.555	187.4484	12	845197.73	1365678.11	284.57
3532.555	187.4484	12	845198.86	1365677.73	284.52
3532.555	187.4484	12	845199.65	1365677.46	284.46
3532.555	187.4484	12	845200.44	1365677.19	284.44
3532.555	187.4484	12	845201	1365677	284.43
3532.555	187.4484	12	845201.23	1365676.91	284.43
3532.555	187.4484	12	845202	1365676.6	284.43
3532.555	187.4484	12	845202.78	1365676.3	284.45
3532.555	187.4484	12	845204.33	1365675.68	284.47
3532.555	187.4484	12	845205.11	1365675.38	284.47
3532.555	187.4484	12	845205.89	1365675.07	284.51
3532.555	187.4484	12	845206.66	1365674.76	284.53
3532.555	187.4484	12	845207.44	1365674.45	284.58
3532.555	187.4484	12	845208.22	1365674.15	284.65
3532.555	187.4484	12	845208.99	1365673.84	284.7
3532.555	187.4484	12	845209.77	1365673.53	284.76
3532.555	187.4484	12	845210.55	1365673.23	285.05
3532.555	187.4484	12	845211.32	1365672.92	285.47
3532.555	187.4484	12	845212.42	1365672.49	286.59
3532.555	187.4484	12	845213.2	1365672.18	287.5
3532.555	187.4484	12	845213.97	1365671.87	287.74
3532.555	187.4484	12	845214.75	1365671.56	287.8
3532.555	187.4484	12	845215.53	1365671.26	287.92
3532.555	187.4484	12	845216.3	1365670.95	288.05
3532.555	187.4484	12	845217.4	1365670.52	288.17
3532.555	187.4484	12	845218.17	1365670.21	288.28
3532.555	187.4484	12	845218.95	1365669.9	288.31
3532.555	187.4484	12	845219.73	1365669.6	288.33
3532.555	187.4484	12	845220.5	1365669.29	288.38
3532.555	187.4484	12	845221.28	1365668.98	288.43
3532.555	187.4484	12	845222.38	1365668.55	288.48
3532.555	187.4484	12	845223.16	1365668.24	288.55
3532.555	187.4484	12	845223.94	1365667.93	288.61
3532.555	187.4484	12	845225.49	1365667.32	288.96
3532.555	187.4484	12	845226.27	1365667.01	289.14
3532.555	187.4484	12	845227.36	1365666.58	289.31
3532.555	187.4484	12	845228.14	1365666.27	289.48
3532.555	187.4484	12	845228.92	1365665.96	289.57
3532.555	187.4484	12	845229.69	1365665.66	289.62
3532.555	187.4484	12	845230.47	1365665.35	289.63
3532.555	187.4484	12	845231.25	1365665.04	289.61
3532.555	187.4484	12	845232.35	1365664.61	289.6
3532.555	187.4484	12	845233.13	1365664.3	289.6
3532.555	187.4484	12	845233.9	1365663.99	289.7
3532.555	187.4484	12	845234.68	1365663.68	289.83
3532.555	187.4484	12	845235.46	1365663.38	290.15
3532.555	187.4484	12	845236.23	1365663.07	290.49
3532.555	187.4484	12	845237.79	1365662.46	291
3532.555	187.4484	12	845238.56	1365662.15	291.32
3532.555	187.4484	12	845239.34	1365661.84	291.43
3532.555	187.4484	12	845240.12	1365661.54	291.51
3532.555	187.4484	12	845240.89	1365661.23	291.69
3532.555	187.4484	12	845241.67	1365660.92	291.87
3532.555	187.4484	12	845242.45	1365660.61	291.95
3532.555	187.4484	12	845244	1365660	292.2
3494.82	196.4883445	13	845081	1365759	290.17
3494.82	196.4883445	13	845081.79	1365758.69	290.18
3494.82	196.4883445	13	845083.38	1365758.07	290.18
3494.82	196.4883445	13	845084.17	1365757.75	290.2
3494.82	196.4883445	13	845084.96	1365757.44	290.21
3494.82	196.4883445	13	845085.76	1365757.13	290.21
3494.82	196.4883445	13	845088.13	1365756.2	290.24
3494.82	196.4883445	13	845088.93	1365755.89	290.24
3494.82	196.4883445	13	845089.72	1365755.57	290.26
3494.82	196.4883445	13	845090.51	1365755.26	290.26
3494.82	196.4883445	13	845091.31	1365754.95	290.27
3494.82	196.4883445	13	845092.1	1365754.64	290.27
3494.82	196.4883445	13	845092.89	1365754.33	290.36
3494.82	196.4883445	13	845093.68	1365754.02	290.41
3494.82	196.4883445	13	845094.48	1365753.71	290.46
3494.82	196.4883445	13	845095.27	1365753.39	290.47
3494.82	196.4883445	13	845096.06	1365753.08	290.47
3494.82	196.4883445	13	845096.85	1365752.77	290.48
3494.82	196.4883445	13	845098.44	1365752.15	290.48
3494.82	196.4883445	13	845100.03	1365751.53	290.44
3494.82	196.4883445	13	845100.82	1365751.21	290.41
3494.82	196.4883445	13	845103.2	1365750.28	290.33
3494.82	196.4883445	13	845103.99	1365749.97	290.31
3494.82	196.4883445	13	845105.57	1365749.35	290.31
3494.82	196.4883445	13	845106.37	1365749.03	290.29
3494.82	196.4883445	13	845107.16	1365748.72	290.28
3494.82	196.4883445	13	845107.95	1365748.41	290.17
3494.82	196.4883445	13	845108.75	1365748.1	289.76
3494.82	196.4883445	13	845109	1365748	289.62
3494.82	196.4883445	13	845109.57	1365747.89	289.32
3494.82	196.4883445	13	845112.08	1365747.42	288.42
3494.82	196.4883445	13	845112.92	1365747.27	288.29
3494.82	196.4883445	13	845113.75	1365747.11	288.06
3494.82	196.4883445	13	845114.93	1365746.89	287.51
3494.82	196.4883445	13	845114.98	1365746.88	287.49
3494.82	196.4883445	13	845115.77	1365746.73	286.81
3494.82	196.4883445	13	845116.61	1365746.57	286.16
3494.82	196.4883445	13	845117.45	1365746.42	285.55
3494.82	196.4883445	13	845118.28	1365746.26	284.93
3494.82	196.4883445	13	845119.12	1365746.1	284.64
3494.82	196.4883445	13	845119.96	1365745.95	284.37
3494.82	196.4883445	13	845120.79	1365745.79	284.15
3494.82	196.4883445	13	845121.63	1365745.63	283.97
3494.82	196.4883445	13	845122.47	1365745.47	283.8
3494.82	196.4883445	13	845123.3	1365745.32	283.63
3494.82	196.4883445	13	845124.14	1365745.16	283.45
3494.82	196.4883445	13	845125	1365745	283.31
3494.82	196.4883445	13	845125.31	1365744.86	283.26
3494.82	196.4883445	13	845126.08	1365744.5	283.08
3494.82	196.4883445	13	845126.85	1365744.15	282.97
3494.82	196.4883445	13	845127.63	1365743.79	282.98
3494.82	196.4883445	13	845128.4	1365743.43	283.01
3494.82	196.4883445	13	845129.17	1365743.07	283.06
3494.82	196.4883445	13	845129.95	1365742.72	283.11
3494.82	196.4883445	13	845131.04	1365742.21	283.2
3494.82	196.4883445	13	845131.81	1365741.86	283.26
3494.82	196.4883445	13	845132.91	1365741.35	283.33
3494.82	196.4883445	13	845133.68	1365740.99	283.39
3494.82	196.4883445	13	845134.77	1365740.49	283.45
3494.82	196.4883445	13	845135.54	1365740.13	283.54
3494.82	196.4883445	13	845136.64	1365739.63	283.59
3494.82	196.4883445	13	845137.42	1365739.27	283.64
3494.82	196.4883445	13	845138	1365739	283.68
3494.82	196.4883445	13	845139.84	1365738.49	283.79
3494.82	196.4883445	13	845140.66	1365738.27	283.87
3494.82	196.4883445	13	845141.82	1365737.95	283.96
3494.82	196.4883445	13	845142.64	1365737.72	284.06
3494.82	196.4883445	13	845143.46	1365737.5	284.2
3494.82	196.4883445	13	845144.29	1365737.27	284.35
3494.82	196.4883445	13	845145.44	1365736.95	284.45
3494.82	196.4883445	13	845146.26	1365736.73	284.53
3494.82	196.4883445	13	845147.09	1365736.5	284.61
3494.82	196.4883445	13	845149.55	1365735.82	284.76
3494.82	196.4883445	13	845150.37	1365735.6	284.79
3494.82	196.4883445	13	845152.01	1365735.15	284.79
3494.82	196.4883445	13	845152.83	1365734.92	284.78
3494.82	196.4883445	13	845153.66	1365734.69	284.78
3494.82	196.4883445	13	845154.48	1365734.47	284.76
3494.82	196.4883445	13	845155.3	1365734.24	284.76
3494.82	196.4883445	13	845156.12	1365734.02	284.75
3494.82	196.4883445	13	845157.76	1365733.57	284.75
3494.82	196.4883445	13	845158.58	1365733.34	284.77
3494.82	196.4883445	13	845159.4	1365733.11	284.77
3494.82	196.4883445	13	845160.23	1365732.89	284.78
3494.82	196.4883445	13	845161.05	1365732.66	284.78
3494.82	196.4883445	13	845161.87	1365732.44	284.8
3494.82	196.4883445	13	845162.69	1365732.21	284.8
3494.82	196.4883445	13	845164.33	1365731.76	284.82
3494.82	196.4883445	13	845165.15	1365731.53	284.82
3494.82	196.4883445	13	845165.97	1365731.31	284.84
3494.82	196.4883445	13	845166.8	1365731.08	284.84
3494.82	196.4883445	13	845168.44	1365730.63	284.86
3494.82	196.4883445	13	845169.26	1365730.4	284.86
3494.82	196.4883445	13	845170.08	1365730.18	284.88
3494.82	196.4883445	13	845170.9	1365729.95	284.88
3494.82	196.4883445	13	845171.72	1365729.73	284.89
3494.82	196.4883445	13	845173.36	1365729.27	284.89
3494.82	196.4883445	13	845174.19	1365729.05	284.9
3494.82	196.4883445	13	845175.35	1365728.73	284.9
3494.82	196.4883445	13	845176.17	1365728.5	284.77
3494.82	196.4883445	13	845176.99	1365728.28	284.63
3494.82	196.4883445	13	845177.82	1365728.05	284.5
3494.82	196.4883445	13	845178	1365728	284.48
3494.82	196.4883445	13	845179.01	1365727.92	284.37
3494.82	196.4883445	13	845179.85	1365727.85	284.3
3494.82	196.4883445	13	845180.7	1365727.77	284.32
3494.82	196.4883445	13	845181.55	1365727.7	284.35
3494.82	196.4883445	13	845182.4	1365727.63	284.37
3494.82	196.4883445	13	845183.25	1365727.56	284.4
3494.82	196.4883445	13	845184.1	1365727.49	284.43
3494.82	196.4883445	13	845184.95	1365727.42	284.47
3494.82	196.4883445	13	845185.8	1365727.35	284.52
3494.82	196.4883445	13	845186.65	1365727.28	284.67
3494.82	196.4883445	13	845187.49	1365727.21	284.84
3494.82	196.4883445	13	845188.01	1365727.17	284.91
3494.82	196.4883445	13	845188.34	1365727.14	285.13
3494.82	196.4883445	13	845189.19	1365727.07	285.63
3494.82	196.4883445	13	845190	1365727	286.18
3494.82	196.4883445	13	845190.04	1365726.99	286.21
3494.82	196.4883445	13	845190.86	1365726.75	286.65
3494.82	196.4883445	13	845191.67	1365726.51	286.58
3494.82	196.4883445	13	845192.84	1365726.17	286.48
3494.82	196.4883445	13	845193.65	1365725.94	286.38
3494.82	196.4883445	13	845194.47	1365725.7	286.28
3494.82	196.4883445	13	845195.29	1365725.46	286.22
3494.82	196.4883445	13	845196.92	1365724.98	286.07
3494.82	196.4883445	13	845197.74	1365724.75	285.96
3494.82	196.4883445	13	845198.56	1365724.51	285.85
3494.82	196.4883445	13	845199.71	1365724.17	285.75
3494.82	196.4883445	13	845200.53	1365723.93	285.64
3494.82	196.4883445	13	845201.35	1365723.7	285.48
3494.82	196.4883445	13	845203.8	1365722.98	285.28
3494.82	196.4883445	13	845204.62	1365722.74	285.22
3494.82	196.4883445	13	845205.44	1365722.51	285.19
3494.82	196.4883445	13	845206.59	1365722.17	285.15
3494.82	196.4883445	13	845208.23	1365721.69	285.1
3494.82	196.4883445	13	845209.04	1365721.46	285.08
3494.82	196.4883445	13	845210.68	1365720.98	285.04
3494.82	196.4883445	13	845211.5	1365720.74	285.01
3494.82	196.4883445	13	845212.31	1365720.5	284.98
3494.82	196.4883445	13	845213.48	1365720.17	284.94
3494.82	196.4883445	13	845214.29	1365719.93	284.91
3494.82	196.4883445	13	845215.11	1365719.69	284.87
3494.82	196.4883445	13	845216.26	1365719.35	284.84
3494.82	196.4883445	13	845217.08	1365719.12	284.81
3494.82	196.4883445	13	845217.9	1365718.88	284.77
3494.82	196.4883445	13	845218.72	1365718.64	284.76
3494.82	196.4883445	13	845219.53	1365718.4	284.73
3494.82	196.4883445	13	845220.35	1365718.16	284.7
3494.82	196.4883445	13	845221.17	1365717.93	284.66
3494.82	196.4883445	13	845221.99	1365717.69	284.63
3494.82	196.4883445	13	845223.62	1365717.21	284.59
3494.82	196.4883445	13	845224.44	1365716.97	284.54
3494.82	196.4883445	13	845225.26	1365716.73	284.51
3494.82	196.4883445	13	845226.89	1365716.26	284.47
3494.82	196.4883445	13	845227.71	1365716.02	284.44
3494.82	196.4883445	13	845228.53	1365715.78	284.36
3494.82	196.4883445	13	845229.35	1365715.54	284.25
3494.82	196.4883445	13	845230.51	1365715.21	284.14
3494.82	196.4883445	13	845231.33	1365714.97	284.04
3494.82	196.4883445	13	845232.14	1365714.73	283.94
3494.82	196.4883445	13	845232.96	1365714.49	283.9
3494.82	196.4883445	13	845233.78	1365714.25	283.87
3494.82	196.4883445	13	845234.6	1365714.02	283.83
3494.82	196.4883445	13	845235.42	1365713.78	283.83
3494.82	196.4883445	13	845235.42	1365713.78	283.81
3494.82	196.4883445	13	845238.69	1365712.83	283.81
3494.82	196.4883445	13	845240.32	1365712.35	283.85
3494.82	196.4883445	13	845241.14	1365712.11	283.9
3494.82	196.4883445	13	845241.96	1365711.87	284.14
3494.82	196.4883445	13	845242.77	1365711.64	284.6
3494.82	196.4883445	13	845243.59	1365711.4	285.11
3494.82	196.4883445	13	845244.75	1365711.06	285.57
3494.82	196.4883445	13	845245.56	1365710.82	285.91
3494.82	196.4883445	13	845246.38	1365710.59	286.42
3494.82	196.4883445	13	845247.54	1365710.25	286.77
3494.82	196.4883445	13	845248.36	1365710.01	287.12
3494.82	196.4883445	13	845249.18	1365709.77	287.46
3494.82	196.4883445	13	845251.63	1365709.06	287.86
3494.82	196.4883445	13	845252.45	1365708.82	288.07
3494.82	196.4883445	13	845253.27	1365708.58	288.28
3494.82	196.4883445	13	845254.42	1365708.24	288.49
3494.82	196.4883445	13	845255.24	1365708.01	288.73
3494.82	196.4883445	13	845256.06	1365707.77	289.03
3494.82	196.4883445	13	845258.51	1365707.05	289.77
3494.82	196.4883445	13	845259.33	1365706.82	289.81
3494.82	196.4883445	13	845260.14	1365706.58	289.83
3494.82	196.4883445	13	845261.3	1365706.24	289.86
3494.82	196.4883445	13	845262.11	1365706	289.88
3494.82	196.4883445	13	845263.75	1365705.53	289.92
3494.82	196.4883445	13	845265.39	1365705.05	289.97
3494.82	196.4883445	13	845266.2	1365704.81	290.26
3494.82	196.4883445	13	845267.02	1365704.58	290.97
3494.82	196.4883445	13	845268.18	1365704.24	291.72
3494.82	196.4883445	13	845269	1365704	292.36
3459.529	208.1448375	14	845083	1365788	289.92
3459.529	208.1448375	14	845083.83	1365787.82	289.95
3459.529	208.1448375	14	845085.48	1365787.45	289.99
3459.529	208.1448375	14	845086.31	1365787.27	290.02
3459.529	208.1448375	14	845087.14	1365787.09	290.04
3459.529	208.1448375	14	845088.8	1365786.73	290.08
3459.529	208.1448375	14	845092.11	1365786	290.12
3459.529	208.1448375	14	845092.94	1365785.82	290.12
3459.529	208.1448375	14	845093.76	1365785.64	290.11
3459.529	208.1448375	14	845094.93	1365785.38	290.15
3459.529	208.1448375	14	845095.76	1365785.2	290.19
3459.529	208.1448375	14	845096.59	1365785.02	290.22
3459.529	208.1448375	14	845097.42	1365784.84	290.24
3459.529	208.1448375	14	845098.24	1365784.65	290.24
3459.529	208.1448375	14	845099.07	1365784.47	290.25
3459.529	208.1448375	14	845099.9	1365784.29	290.22
3459.529	208.1448375	14	845100.73	1365784.11	290.17
3459.529	208.1448375	14	845101.56	1365783.93	290.11
3459.529	208.1448375	14	845102.38	1365783.74	290.06
3459.529	208.1448375	14	845103.21	1365783.56	290.03
3459.529	208.1448375	14	845104.04	1365783.38	289.94
3459.529	208.1448375	14	845104.87	1365783.2	289.61
3459.529	208.1448375	14	845105.7	1365783.02	288.78
3459.529	208.1448375	14	845106.52	1365782.84	288.38
3459.529	208.1448375	14	845107.35	1365782.65	288.27
3459.529	208.1448375	14	845108.18	1365782.47	288.18
3459.529	208.1448375	14	845109.01	1365782.29	288.15
3459.529	208.1448375	14	845109.84	1365782.11	288.45
3459.529	208.1448375	14	845110.66	1365781.93	288.73
3459.529	208.1448375	14	845111.49	1365781.75	288.97
3459.529	208.1448375	14	845112.67	1365781.49	288.97
3459.529	208.1448375	14	845113.5	1365781.31	288.85
3459.529	208.1448375	14	845115.15	1365780.94	288.99
3459.529	208.1448375	14	845115.98	1365780.76	289.11
3459.529	208.1448375	14	845117.15	1365780.5	289.25
3459.529	208.1448375	14	845117.98	1365780.32	289.32
3459.529	208.1448375	14	845118.8	1365780.14	289.35
3459.529	208.1448375	14	845119.63	1365779.96	289.38
3459.529	208.1448375	14	845120.46	1365779.78	289.39
3459.529	208.1448375	14	845122.12	1365779.41	289.44
3459.529	208.1448375	14	845122.94	1365779.23	289.48
3459.529	208.1448375	14	845123.77	1365779.05	289.5
3459.529	208.1448375	14	845124	1365779	289.5
3459.529	208.1448375	14	845125.37	1365778.5	289.53
3459.529	208.1448375	14	845126.17	1365778.21	289.5
3459.529	208.1448375	14	845126.97	1365777.92	289.43
3459.529	208.1448375	14	845127.76	1365777.63	289.24
3459.529	208.1448375	14	845128.56	1365777.34	288.54
3459.529	208.1448375	14	845129.36	1365777.05	287.72
3459.529	208.1448375	14	845130.15	1365776.76	287.32
3459.529	208.1448375	14	845130.95	1365776.47	286.51
3459.529	208.1448375	14	845131.75	1365776.18	285.76
3459.529	208.1448375	14	845132.54	1365775.89	285.12
3459.529	208.1448375	14	845133.68	1365775.48	284.68
3459.529	208.1448375	14	845134.47	1365775.19	284.41
3459.529	208.1448375	14	845135	1365775	284.35
3459.529	208.1448375	14	845135.27	1365774.9	284.25
3459.529	208.1448375	14	845136.39	1365774.49	284.08
3459.529	208.1448375	14	845137.19	1365774.2	283.99
3459.529	208.1448375	14	845139.58	1365773.33	283.85
3459.529	208.1448375	14	845140.38	1365773.05	283.77
3459.529	208.1448375	14	845141.97	1365772.47	283.69
3459.529	208.1448375	14	845142.77	1365772.18	283.65
3459.529	208.1448375	14	845143.56	1365771.89	283.62
3459.529	208.1448375	14	845144.69	1365771.48	283.6
3459.529	208.1448375	14	845145.49	1365771.19	283.57
3459.529	208.1448375	14	845146.29	1365770.9	283.55
3459.529	208.1448375	14	845147.41	1365770.49	283.54
3459.529	208.1448375	14	845148.21	1365770.2	283.51
3459.529	208.1448375	14	845149	1365769.91	283.48
3459.529	208.1448375	14	845149.8	1365769.62	283.47
3459.529	208.1448375	14	845150.6	1365769.33	283.44
3459.529	208.1448375	14	845152.19	1365768.75	283.38
3459.529	208.1448375	14	845153.78	1365768.17	283.35
3459.529	208.1448375	14	845154.58	1365767.88	283.33
3459.529	208.1448375	14	845156.17	1365767.3	283.35
3459.529	208.1448375	14	845156.97	1365767.01	283.43
3459.529	208.1448375	14	845157	1365767	283.43
3459.529	208.1448375	14	845158.56	1365766.43	283.49
3459.529	208.1448375	14	845159.36	1365766.14	283.54
3459.529	208.1448375	14	845160.16	1365765.85	283.59
3459.529	208.1448375	14	845160.95	1365765.56	283.61
3459.529	208.1448375	14	845161.75	1365765.27	283.64
3459.529	208.1448375	14	845162.55	1365764.98	283.7
3459.529	208.1448375	14	845163.34	1365764.69	283.79
3459.529	208.1448375	14	845164.14	1365764.4	283.83
3459.529	208.1448375	14	845164.94	1365764.11	283.93
3459.529	208.1448375	14	845165.73	1365763.82	284.02
3459.529	208.1448375	14	845166.53	1365763.53	284.12
3459.529	208.1448375	14	845167.65	1365763.13	284.23
3459.529	208.1448375	14	845168.45	1365762.84	284.33
3459.529	208.1448375	14	845169.25	1365762.55	284.45
3459.529	208.1448375	14	845170.38	1365762.13	284.58
3459.529	208.1448375	14	845171.18	1365761.85	284.69
3459.529	208.1448375	14	845171.97	1365761.56	284.81
3459.529	208.1448375	14	845172.77	1365761.27	284.86
3459.529	208.1448375	14	845173.57	1365760.98	284.94
3459.529	208.1448375	14	845174.36	1365760.69	284.96
3459.529	208.1448375	14	845175.16	1365760.4	284.94
3459.529	208.1448375	14	845176.75	1365759.82	284.85
3459.529	208.1448375	14	845177.55	1365759.53	284.78
3459.529	208.1448375	14	845178.35	1365759.24	284.74
3459.529	208.1448375	14	845179	1365759	284.69
3459.529	208.1448375	14	845179.94	1365758.66	284.61
3459.529	208.1448375	14	845180.74	1365758.37	284.52
3459.529	208.1448375	14	845181.86	1365757.96	284.36
3459.529	208.1448375	14	845182.66	1365757.67	284.24
3459.529	208.1448375	14	845183.45	1365757.38	284.15
3459.529	208.1448375	14	845184.58	1365756.97	284.08
3459.529	208.1448375	14	845185.38	1365756.68	284
3459.529	208.1448375	14	845186.97	1365756.1	283.96
3459.529	208.1448375	14	845187.77	1365755.81	283.94
3459.529	208.1448375	14	845188.57	1365755.52	283.94
3459.529	208.1448375	14	845189.36	1365755.23	284.05
3459.529	208.1448375	14	845190	1365755	284.12
3459.529	208.1448375	14	845190	1365755	284.12
3459.529	208.1448375	14	845190.17	1365754.96	284.14
3459.529	208.1448375	14	845190.99	1365754.76	284.46
3459.529	208.1448375	14	845191.81	1365754.56	284.51
3459.529	208.1448375	14	845192.64	1365754.36	284.52
3459.529	208.1448375	14	845194.29	1365753.96	284.52
3459.529	208.1448375	14	845195.93	1365753.56	284.54
3459.529	208.1448375	14	845197.58	1365753.16	284.54
3459.529	208.1448375	14	845198.41	1365752.96	284.55
3459.529	208.1448375	14	845199.23	1365752.76	284.55
3459.529	208.1448375	14	845200.88	1365752.36	284.59
